NU_INSCRICAO,NU_IDADE,TP_SEXO,TP_COR_RACA,TP_ST_CONCLUSAO,TP_ANO_CONCLUIU,TP_ESCOLA,NU_NOTA_CN,NU_NOTA_CH,NU_NOTA_LC,NU_NOTA_MT,TP_LINGUA,NU_NOTA_COMP1,NU_NOTA_COMP2,NU_NOTA_COMP3,NU_NOTA_COMP4,NU_NOTA_COMP5,NU_NOTA_REDACAO,Q001,Q002,Q006,Q024,Q025,Q026,Q047
8ef678c3b1a5b9d737cc1bbdafd895efd9e9c3dd,18,1.0,3,1,1,1,444.8,543.6,634.6,440.6,0,140.0,80.0,120.0,120.0,100.0,560.0,5,5,6,2,2,3,1
b107b496b81f9ca8273a8f6a89413ee095edc69d,21,2.0,3,1,4,1,657.6,716.6,619.9,794.4,1,180.0,200.0,200.0,180.0,160.0,920.0,2,1,4,1,1,1,1
c786aea15c0a920e3c1020415db774b585d10505,19,2.0,2,1,2,1,436.4,542.0,507.5,352.2,1,120.0,120.0,100.0,100.0,100.0,540.0,4,5,3,1,2,1,1
fb4a40ad6a655dbfb15162d6b642d50143383e17,34,1.0,1,1,10,1,539.4,591.2,606.3,498.4,1,120.0,120.0,120.0,120.0,120.0,600.0,2,4,6,1,2,3,1
46afb740de8a06a553864ae301f661c49cbece4b,17,1.0,1,2,0,2,560.1,507.6,365.1,531.3,0,120.0,120.0,140.0,120.0,80.0,580.0,3,5,12,3,2,2,1
f1cbdcbf7f0564656e2e205265a135e47f8242f2,17,1.0,2,2,0,2,453.7,533.4,558.9,399.2,1,120.0,120.0,80.0,120.0,120.0,560.0,1,4,2,1,1,2,1
50e256270a82630f96e51b7c642cf0e91a5a2901,17,1.0,3,2,0,2,488.1,482.2,517.2,360.3,1,120.0,140.0,120.0,120.0,80.0,580.0,1,1,2,1,1,1,1
6156fabc6d293f96cfd0aab0704b62466838f1c2,18,2.0,1,3,0,1,394.5,517.7,524.4,407.9,0,120.0,80.0,80.0,120.0,0.0,400.0,2,3,2,1,2,1,1
f4c5acaf3f3b0e153e295018c10c8e610469fef1,18,2.0,3,1,1,1,509.1,544.5,442.5,425.4,1,120.0,120.0,100.0,120.0,100.0,560.0,4,5,3,1,1,1,1
5c042e29177e807cd851251057b03bd9b350a952,18,2.0,3,2,0,2,463.4,457.9,541.7,419.0,1,140.0,120.0,100.0,120.0,40.0,520.0,5,5,4,2,2,1,1
c0096521f39e13ccde1f874e5db24c0cef632106,21,1.0,2,1,4,1,440.2,559.8,522.2,470.2,1,140.0,120.0,120.0,120.0,80.0,580.0,5,5,3,2,2,3,1
5bf6eb0783018867bc8c3d41ea82846893c6492a,21,1.0,3,1,3,1,459.0,440.6,499.7,464.4,1,120.0,120.0,100.0,100.0,100.0,540.0,5,6,3,2,2,1,1
ba1bfa67e541c5c15c199fee256b28c49b11193d,18,2.0,2,3,0,1,475.0,526.0,400.2,375.5,0,120.0,80.0,80.0,80.0,80.0,440.0,8,4,2,2,2,2,1
16268872d644e507c559e348b0939f341fea11b2,18,1.0,2,1,1,1,434.7,550.3,462.8,489.9,1,120.0,120.0,120.0,120.0,140.0,620.0,4,5,1,2,1,1,1
25c6f7dd76b70e58d1a73f927135de317085dcc6,20,2.0,1,1,3,1,614.4,667.9,618.7,684.9,0,160.0,120.0,120.0,140.0,120.0,660.0,6,5,3,1,1,3,1
ceca35d5436a30ead89af762416c999f4821d32c,23,1.0,3,1,6,1,474.1,585.6,579.1,617.1,0,120.0,120.0,100.0,120.0,120.0,580.0,4,5,3,2,2,3,1
b56f18eafda6c335a4d701ea4d73d7405b4d2195,23,2.0,3,1,4,1,534.3,553.8,549.5,522.2,1,120.0,120.0,80.0,120.0,80.0,520.0,5,6,4,1,1,1,3
172225c5cd540b30d5c28356d4fc0eda9d704691,26,1.0,3,1,4,1,489.2,423.3,510.9,458.8,1,120.0,120.0,120.0,120.0,60.0,540.0,8,8,3,2,2,1,1
38e3c15415551bfbf46bb1a4e5b467439f11b4e6,18,2.0,3,1,1,1,599.5,601.9,578.9,566.6,0,100.0,120.0,120.0,100.0,60.0,500.0,2,4,3,2,2,1,1
8acbc8638a6554fc5261e39e88e494ef68bfff3f,24,1.0,3,1,6,1,462.0,428.7,495.1,396.4,0,80.0,80.0,60.0,60.0,40.0,320.0,1,1,2,1,1,2,1
937adc1f819bbbc3ff157f735a61c60193e5fcba,39,2.0,1,1,10,1,367.0,423.7,478.6,444.4,1,60.0,40.0,40.0,60.0,0.0,200.0,2,1,7,1,1,2,1
fc600b5369b451cac32fd0e4dbccd72e62aeed34,17,2.0,2,2,0,2,468.0,547.2,497.6,481.1,1,120.0,100.0,100.0,100.0,60.0,480.0,3,4,8,2,1,1,1
f8194e43ed72e4765c2003b0b149517aa0526145,16,1.0,3,3,0,1,420.3,544.2,467.2,530.7,1,140.0,120.0,120.0,120.0,120.0,620.0,5,2,4,1,1,1,1
b535e23f580f40d1926206db69b6041dd86ecd1f,34,1.0,3,1,7,1,409.3,554.7,492.2,512.0,1,120.0,100.0,80.0,100.0,40.0,440.0,2,2,2,2,2,2,1
483ff8a6b4e44c22ca55cfe1453eb02b8ca12792,19,2.0,3,1,2,1,440.7,573.5,544.0,403.3,1,140.0,120.0,80.0,100.0,80.0,520.0,3,5,2,2,2,1,1
b5bde22a15d3fc6631f5f5110f3fccde3ec6c495,19,2.0,1,1,1,1,411.9,390.0,471.7,405.4,1,80.0,80.0,80.0,80.0,40.0,360.0,5,4,3,1,2,1,1
3f2469273680ac9975c0a0289de9a7e7fe8f89fc,18,1.0,3,1,1,1,509.6,584.4,571.2,580.3,0,120.0,60.0,80.0,100.0,60.0,420.0,2,3,5,2,2,1,1
e6bb05dfa37e8af98f74f33a042ed336cd8eb9b9,17,1.0,3,2,0,2,556.1,595.9,501.1,481.9,1,120.0,120.0,140.0,120.0,100.0,600.0,2,4,3,1,1,1,1
9858bfbe16b9114ab15e1bf2f6a6c98da76c3da8,17,2.0,3,3,0,1,369.6,477.2,398.5,367.9,1,120.0,120.0,120.0,100.0,60.0,520.0,4,4,2,1,1,1,1
1b9c8e06f7d22eed2d5324d72368a99c5cd496cd,18,2.0,3,2,0,2,475.0,566.2,516.2,444.5,1,120.0,120.0,120.0,120.0,100.0,580.0,5,3,3,1,2,1,1
519908636a0c38b376fc30ce2ddd00e90362f2cb,17,1.0,3,2,0,3,548.5,540.1,508.5,634.4,1,120.0,100.0,120.0,120.0,80.0,540.0,3,5,5,2,2,1,4
01bd4aa8b6fd978f67b762f77305879507c1936c,18,1.0,3,2,0,2,403.4,383.0,442.5,445.7,1,80.0,60.0,40.0,60.0,0.0,240.0,3,3,2,1,2,2,1
0aa8c4af5afd25450eb817aeaa288544d707db39,22,2.0,2,1,5,1,520.2,602.5,577.3,609.9,1,120.0,120.0,120.0,120.0,80.0,560.0,4,6,3,1,2,3,1
5d3e60780ec611caa6ed36974bad17ee81990c21,21,1.0,3,1,1,1,385.7,445.2,416.6,410.1,1,100.0,80.0,80.0,100.0,80.0,440.0,2,3,2,1,2,1,1
fb1021e878d077ad8d5281b353782c9c31ac2c74,17,1.0,1,2,0,2,525.3,650.5,649.8,470.6,0,140.0,100.0,120.0,120.0,80.0,560.0,7,3,7,4,2,2,1
7f04f027a7848f980049d0129b5f1d9c7debd949,16,2.0,1,3,0,1,397.1,502.3,501.1,429.1,1,100.0,120.0,120.0,100.0,100.0,540.0,4,3,2,2,2,1,1
7e56a3cc7e37e9186184c25148a3710a83fef5f2,18,2.0,1,3,0,1,386.7,477.2,543.1,497.3,1,120.0,120.0,140.0,140.0,40.0,560.0,5,5,8,1,2,1,4
23c2526f3dca2031fd3e2c6d2df80f0bcf2c10f7,18,2.0,1,2,0,2,452.8,532.8,566.6,543.1,0,120.0,100.0,100.0,100.0,120.0,540.0,3,4,4,2,2,1,1
a0aaee0b64f873b1d15270666723bcd2acaf06eb,18,1.0,1,3,0,1,423.6,573.6,559.4,567.9,0,120.0,120.0,120.0,120.0,80.0,560.0,4,4,3,2,2,1,1
3b00172836e71cea486a70d0f2e3f741adbc272c,17,2.0,1,2,0,2,493.7,487.8,520.9,401.0,1,100.0,120.0,80.0,80.0,80.0,460.0,3,4,3,1,2,2,1
7f13965291a895015e268bfae4dbad1ec78064bd,45,1.0,0,4,0,1,448.0,532.3,495.2,500.6,1,120.0,120.0,140.0,120.0,40.0,540.0,4,4,5,1,1,1,1
c2fa17c1cb9a228e87f005a7d4a8780fea38f55d,21,2.0,2,1,3,1,419.3,534.7,582.8,359.8,0,120.0,120.0,120.0,120.0,60.0,540.0,5,5,2,2,2,3,5
d2f9d6edf77e666a55745f7eaf6aee32831c451e,25,2.0,3,1,7,1,430.8,496.0,492.1,521.8,1,120.0,120.0,120.0,120.0,120.0,600.0,3,3,3,1,1,2,1
764f85dcf6c1a989292d314548b85a205ee8a0d4,25,2.0,1,1,3,1,456.2,423.6,519.2,468.2,1,120.0,80.0,80.0,80.0,40.0,400.0,2,2,4,2,1,3,1
478d0119338f04943e262b47661a78f3e07f23a8,17,1.0,5,3,0,1,437.7,497.5,540.6,383.2,1,120.0,120.0,100.0,120.0,40.0,500.0,8,8,2,1,1,1,1
c614d437afcc4795ea5a3fd5442959c5aca2901d,39,1.0,3,1,10,1,385.1,500.2,513.0,485.4,1,140.0,120.0,100.0,120.0,80.0,560.0,8,4,3,2,2,3,1
3acbf843b1f3a08e7ff8511b5ca52da1c19a3cac,19,1.0,1,3,0,1,451.2,499.7,514.2,452.1,1,100.0,80.0,100.0,80.0,40.0,400.0,8,7,2,1,1,1,1
7dd5ee5ba4091f09358103d755eadbac7d68a7ea,18,2.0,3,1,1,1,619.7,701.0,655.0,786.0,0,140.0,120.0,140.0,140.0,120.0,660.0,4,6,6,2,1,1,1
b969c34669a450bc3297601b704262d95c39acb0,17,2.0,1,2,0,2,490.8,557.5,492.3,492.8,1,120.0,120.0,120.0,120.0,120.0,600.0,2,5,5,1,2,1,1
ae2609d98145513e65b50b2be92aeabf00774d3d,17,1.0,3,2,0,3,624.5,654.1,660.0,833.9,0,160.0,160.0,140.0,160.0,160.0,780.0,5,5,3,1,1,1,5
85c17b76839a0c8c05cb3e96c5de721c0bae9a57,25,2.0,3,1,7,1,455.3,507.8,495.0,393.4,1,80.0,120.0,100.0,120.0,80.0,500.0,5,4,6,2,2,2,1
df6f57c4d5c992c44a76e962040860e83c7bb07b,19,1.0,3,2,0,2,428.8,348.5,401.9,387.3,1,120.0,80.0,80.0,100.0,40.0,420.0,4,4,1,1,1,1,1
d463c83fd1329462ed4541a6f51371dcbfe16144,17,1.0,3,3,0,1,447.8,564.0,556.2,598.4,1,120.0,120.0,100.0,120.0,40.0,500.0,3,5,2,2,2,1,1
8552cc62461b32de09798107c662bcd46970a76e,40,1.0,3,1,10,1,473.4,607.1,547.3,453.1,1,140.0,140.0,140.0,140.0,120.0,680.0,1,2,2,2,1,2,1
c28ad20594c9c7748b523b799a06a02cf7e2d788,51,2.0,1,4,0,1,410.1,431.1,419.6,571.2,1,120.0,80.0,80.0,80.0,80.0,440.0,2,2,3,1,1,3,1
ef3991b5d30261090fe275eea7285f8d1a5ccd7c,23,1.0,1,1,6,1,535.0,561.9,600.9,376.3,0,140.0,160.0,120.0,140.0,120.0,680.0,3,3,6,2,2,3,1
c12c623f3dbeedb27ac2221ac7fe16ec242c5c14,17,1.0,3,2,0,2,520.4,569.5,553.0,470.0,1,120.0,80.0,80.0,120.0,60.0,460.0,2,4,3,2,1,1,1
d3842152fb5e67ca1d752c3b1a13651ca848a665,17,1.0,3,2,0,2,383.5,558.2,495.3,462.1,0,120.0,120.0,100.0,120.0,100.0,560.0,5,4,8,3,2,1,1
8cd8144b484c54f4f180fac979833f05dd0e3972,18,1.0,1,2,0,2,594.3,594.3,596.2,582.2,0,140.0,120.0,80.0,160.0,120.0,620.0,4,5,5,2,2,1,1
e33722b86e6cd6249c1c6cb157e46d648e3cd8b0,23,1.0,3,4,0,1,489.3,466.0,477.0,504.9,1,80.0,100.0,100.0,80.0,40.0,400.0,2,2,4,2,1,3,1
d68df8640d8c1b2208f4fbfe50d8368ab12527e1,16,1.0,1,3,0,1,529.6,641.6,593.7,475.6,0,120.0,160.0,160.0,160.0,120.0,720.0,7,7,15,4,2,1,4
06cd21614025fc951ff797f2e5bc6d2ef04cc4f1,17,1.0,1,2,0,3,610.6,627.8,603.8,533.0,1,140.0,140.0,140.0,140.0,140.0,700.0,6,6,2,2,2,1,5
bf474d196220a52f4a2b4fe1279a4284c0cf8b33,21,2.0,1,1,3,1,570.0,647.7,622.4,531.8,0,160.0,160.0,160.0,160.0,160.0,800.0,4,5,6,2,2,3,1
9ed35d909cdde3da9881c7601daaa1e4dc98df11,22,2.0,3,1,3,1,446.3,594.4,460.8,369.3,1,120.0,120.0,100.0,120.0,60.0,520.0,8,5,2,1,1,1,1
d621feacdba414238e17c86ce5a4808ba3467654,17,1.0,2,2,0,2,435.5,492.7,516.4,447.9,1,140.0,120.0,120.0,120.0,100.0,600.0,2,3,3,2,2,2,1
50ca5c226d53d1068a47754830aec610044994ea,16,1.0,1,3,0,1,510.7,487.0,448.5,622.4,1,80.0,120.0,140.0,120.0,100.0,560.0,4,5,3,2,2,1,4
e388301cb191ac336d0d877dfecbb28377abda65,29,1.0,1,4,0,1,575.4,623.5,580.1,523.8,0,120.0,120.0,120.0,120.0,40.0,520.0,2,3,2,1,1,2,2
06c4f72fb9ecb3f4c12494d118feb7ec19da143f,19,1.0,2,2,0,2,534.2,581.5,576.5,502.7,1,120.0,120.0,120.0,120.0,80.0,560.0,5,4,4,1,2,2,1
76cb84b7ebe96098d2c7688666127196b89cc3dd,17,2.0,5,3,0,1,482.0,506.5,506.6,426.9,1,120.0,100.0,100.0,100.0,100.0,520.0,2,3,4,1,1,1,1
81aeb616319d3da4eaec5c1318c74149bbe7a5e6,19,2.0,1,1,1,1,519.2,571.2,583.7,564.9,1,160.0,160.0,120.0,180.0,160.0,780.0,5,5,3,3,2,1,1
6e992ba3184236b3be705aec92399020e9c2b25c,17,2.0,3,2,0,2,401.7,530.8,522.5,440.5,0,120.0,120.0,100.0,120.0,40.0,500.0,5,5,8,4,2,2,2
a0aa2fce49821711e8b62d5aeb4d9f902f004979,17,2.0,1,2,0,2,447.0,446.9,544.7,416.5,0,100.0,60.0,80.0,100.0,60.0,400.0,4,4,2,3,2,1,1
5ef5b1a4ba962151a7a74a80cac9edd40bf153b6,17,1.0,1,2,0,2,440.9,493.7,535.2,524.8,1,80.0,100.0,100.0,80.0,80.0,440.0,7,5,5,3,2,1,1
8ff510cbb71314c85cf08c09cab51a5d75b1b693,18,2.0,1,2,0,2,505.7,507.8,481.6,498.9,0,140.0,120.0,120.0,120.0,100.0,600.0,3,4,3,3,2,3,1
f6caf6d425ece0f484321e944f34289221921fc8,18,1.0,1,1,1,1,522.3,579.2,613.0,464.8,1,120.0,120.0,120.0,160.0,160.0,680.0,4,5,2,2,1,1,1
9e9576e80c2fe9497b6f46dbf53d59df4d17ad51,19,2.0,3,1,1,1,456.5,572.5,560.3,473.7,0,120.0,100.0,120.0,100.0,40.0,480.0,8,8,2,1,1,1,1
9e4d5657595ca994286067a562029a5e8ba608d8,18,2.0,3,1,1,1,367.1,542.4,494.0,542.4,1,100.0,120.0,100.0,100.0,80.0,500.0,8,5,2,1,1,1,1
b2511dfe60ebad3eeafdb8e2da3b1518393cffc8,18,2.0,1,1,1,1,418.9,602.8,600.8,484.7,1,160.0,120.0,160.0,200.0,120.0,760.0,3,3,4,4,2,1,1
40e8cd46bdc52baa4d5faba21ca27cff04efa779,16,1.0,1,2,0,3,548.6,553.2,569.9,490.8,1,160.0,160.0,160.0,160.0,120.0,760.0,6,5,9,3,2,1,4
bc48d0609b40739e86d613f5fac1105d6a71ff06,22,1.0,2,1,4,1,528.3,619.1,604.4,461.3,1,120.0,120.0,160.0,160.0,160.0,720.0,1,2,3,1,1,1,1
b91c5fce923b9ccd9621e1f40eaa3b52d6bdaeb2,17,1.0,3,3,0,1,585.1,524.2,579.3,548.2,0,120.0,120.0,120.0,100.0,100.0,560.0,8,4,2,1,1,1,1
fa40f91f2dcd0e38ff649a45cabd2dca32bff0f2,16,2.0,1,3,0,1,377.5,426.7,529.0,388.8,1,120.0,100.0,80.0,100.0,60.0,460.0,4,5,5,3,2,1,1
ed2dc5f35969e6ff834ab5247d8b354b3edaf740,19,1.0,3,1,2,1,414.8,562.6,561.4,574.3,0,120.0,120.0,120.0,120.0,100.0,580.0,5,3,4,2,2,1,1
8256c3a45c1ee7b91a278a4b93877ee8a14207c4,21,2.0,3,1,3,1,398.7,556.0,492.8,367.0,0,120.0,40.0,40.0,80.0,40.0,320.0,4,7,3,2,1,3,1
779acc8dcc1abfc5569006d77f4324aa6bd13392,17,1.0,1,2,0,2,392.3,562.7,527.4,633.6,1,100.0,120.0,120.0,100.0,40.0,480.0,3,3,2,2,1,3,1
316ef9d4a9eafc8282ce20f2114a3959bf2776b0,28,1.0,3,1,6,1,448.7,448.1,386.8,461.2,1,80.0,80.0,80.0,60.0,60.0,360.0,1,1,2,1,1,3,1
4057e4bedb1a1fe2968bfae74d6cf67b74629ff2,17,2.0,3,2,0,2,473.1,538.5,478.6,450.0,1,160.0,120.0,120.0,160.0,120.0,680.0,3,6,3,1,1,3,1
55fc6e8817153b5725cb5ee42f318c513722db7d,19,2.0,3,3,0,1,407.4,401.5,445.9,399.7,1,100.0,80.0,80.0,80.0,0.0,340.0,2,2,3,2,2,1,1
ad53d7422428e4cf9166e72a8ccafc7c0155d4b8,18,1.0,2,1,1,1,513.6,583.5,562.6,650.4,1,120.0,120.0,120.0,100.0,120.0,580.0,5,5,4,1,2,1,5
0826e14cbe71d76de501b38be775ca73bb87d846,19,2.0,1,1,1,1,458.5,530.3,507.5,451.2,1,120.0,100.0,100.0,120.0,100.0,540.0,3,5,6,2,2,3,5
597bc8b8274c5d9a3f3f280a02ac4a1b30f0c854,17,1.0,1,2,0,2,426.8,600.4,466.8,464.8,0,120.0,120.0,80.0,120.0,120.0,560.0,3,2,8,2,2,1,1
fd0eb61c0faa34f6693a9c17a2c18873b8dc5b3e,19,1.0,3,2,0,2,385.6,495.0,449.6,351.2,1,100.0,80.0,80.0,120.0,60.0,440.0,2,2,2,1,1,1,1
f053eeb9361090c6b15c78d6189dff6cbfc968cc,39,2.0,3,3,0,1,365.8,481.4,502.1,368.3,1,120.0,120.0,100.0,100.0,80.0,520.0,2,2,3,2,2,3,1
eb8070dc48f9833e3ed22ffbb8d977521de44d2d,18,2.0,1,2,0,2,392.3,328.6,400.5,365.0,1,80.0,100.0,80.0,80.0,40.0,380.0,3,7,3,2,2,1,1
22df16a6fafb539c3aaf02dad253b0ca109ac47c,17,2.0,0,3,0,1,511.1,551.3,587.4,487.8,1,120.0,100.0,100.0,120.0,80.0,520.0,6,5,7,2,2,2,1
aca7ef09cc9acd913295f1c3d915e4022a30ca83,17,2.0,1,2,0,2,368.1,442.9,469.0,408.5,0,140.0,120.0,120.0,120.0,80.0,580.0,3,7,4,2,2,1,1
9f7780ec20fb426a78749b60be0d4e023b0b94e4,16,2.0,1,3,0,1,471.0,591.2,572.9,694.1,0,120.0,120.0,100.0,120.0,100.0,560.0,7,7,7,5,2,1,4
8cd84d35964bcf41327ff7f27011439a07c0de28,23,2.0,1,4,0,1,501.4,456.5,554.4,611.3,1,120.0,80.0,100.0,80.0,80.0,460.0,8,3,7,1,2,2,1
487455c49043d3ec5c621a2e33e73b66d066b65d,19,2.0,2,1,1,1,378.3,457.3,522.4,409.2,1,120.0,80.0,100.0,120.0,40.0,460.0,2,2,3,2,2,1,1
7653caea77bbc22ae468cf5d77f0a7893e41bb65,25,1.0,3,1,5,1,583.8,582.5,620.7,740.5,1,120.0,120.0,120.0,120.0,100.0,580.0,6,5,3,1,1,1,4
319fb56b753abb86c7d8379be095278913c811e9,20,1.0,1,1,1,1,371.1,505.0,381.5,561.4,0,0.0,0.0,0.0,0.0,0.0,0.0,4,5,3,3,2,2,1
f95769bca258adb18e30845cc2863b616b50d9a7,23,1.0,1,1,6,1,424.0,602.2,604.6,590.8,0,140.0,120.0,80.0,120.0,40.0,500.0,2,5,5,2,2,3,4
8759b19daf1aaaecf85a8d9d7a214abbcc72095e,33,1.0,2,1,10,1,485.4,622.5,631.8,427.6,0,160.0,160.0,140.0,160.0,120.0,740.0,2,2,3,2,2,3,1
f602422813d9ab524a17d32aded62a4d8a27c9a9,37,2.0,3,4,0,1,424.7,548.1,497.0,370.5,0,120.0,100.0,80.0,100.0,20.0,420.0,1,1,3,1,2,2,1
abf830fa9ff5eec11279e66137af96b0a62944e8,35,2.0,3,1,10,1,566.0,664.1,611.7,502.5,1,120.0,120.0,120.0,120.0,80.0,560.0,5,5,5,2,2,3,1
f8736a10d94f2161553a0504e783b38301f621e4,18,2.0,1,1,1,1,444.1,516.2,586.1,451.6,0,140.0,100.0,100.0,120.0,60.0,520.0,1,1,3,1,1,1,1
5b04d6ccfe81b11133a75b8e34f81fa0c327332c,16,2.0,3,3,0,1,438.8,546.4,552.9,460.0,0,120.0,120.0,120.0,120.0,80.0,560.0,6,6,3,1,1,1,1
4da34f17c35ce98d99d51392f2838e152af3e6a8,18,2.0,2,2,0,2,506.4,605.5,526.7,520.6,0,140.0,160.0,160.0,140.0,100.0,700.0,7,5,2,2,2,1,1
cc90170568db6e537ee226ac8a15bef1da0d6d90,17,2.0,1,2,0,3,600.5,612.9,590.5,568.6,0,120.0,100.0,120.0,120.0,140.0,600.0,3,4,9,1,2,1,4
890d8cd4dff62132c6dbc6c0cc1d558faf375eae,24,2.0,4,1,7,1,475.6,531.4,577.7,446.9,1,120.0,120.0,120.0,120.0,40.0,520.0,5,2,4,2,2,2,1
797a30476e0fb38b0c24d7fdaf99ba7c37764bb7,21,1.0,2,1,4,1,411.7,489.2,444.9,633.2,1,80.0,100.0,100.0,80.0,40.0,400.0,5,3,3,2,2,2,1
034ea583a7cf240d3f9c1e9d0bb9f5115b783d60,19,1.0,3,1,1,1,510.8,611.6,502.0,643.7,1,120.0,160.0,120.0,120.0,80.0,600.0,8,8,7,2,2,3,1
af53584d754a39cc2da51c1f1b3a75e7f3615811,15,1.0,3,3,0,1,371.6,492.7,473.4,444.7,0,120.0,120.0,80.0,120.0,40.0,480.0,3,5,4,2,2,1,1
97adf4256618039aa1f9d8441697cdd4c2588f82,17,2.0,1,2,0,2,436.9,569.0,561.4,414.6,0,120.0,60.0,120.0,120.0,20.0,440.0,3,4,2,2,2,2,1
14a5e9400736e14037e80b5bcac8ec6b1e124912,18,2.0,0,1,1,1,442.0,604.2,551.5,524.0,0,160.0,120.0,120.0,160.0,120.0,680.0,5,5,8,3,2,1,1
217955363f55d475fbf6b308bbbb808933676cfc,20,2.0,1,2,0,2,453.2,503.8,511.4,541.9,0,120.0,120.0,120.0,120.0,140.0,620.0,3,2,4,1,2,3,1
4d510f6ae42182e08992b86c67eb1199e8ccdb51,20,2.0,1,1,2,1,415.8,432.1,482.3,371.9,0,100.0,80.0,80.0,120.0,60.0,440.0,1,3,2,2,2,2,1
d0a1bfe355250ab737bbe35df82e63afe27714b4,18,2.0,3,2,0,2,490.1,533.3,549.8,436.7,1,160.0,120.0,120.0,160.0,40.0,600.0,2,2,2,2,2,1,1
2f0d4c42001fb33425318c53e571e45493d41dd8,22,2.0,2,1,5,1,439.8,586.7,591.9,492.9,1,100.0,120.0,120.0,100.0,100.0,540.0,2,3,4,1,1,2,1
244126a329dfae110976098a1f3e03f095987ea3,17,2.0,3,2,0,2,388.1,586.1,529.1,419.2,0,120.0,80.0,80.0,100.0,80.0,460.0,6,6,8,1,2,3,1
bf7ebd7de4aa72539f5ed6774bc2802f1993b738,20,2.0,3,1,3,1,428.2,476.2,478.9,419.7,1,120.0,100.0,100.0,100.0,60.0,480.0,2,1,2,1,1,2,1
8fd4b5c5e3267c3e6b39fbbc0cd10cc3a111a364,22,2.0,1,4,0,1,462.9,443.8,445.9,370.4,1,80.0,80.0,80.0,120.0,80.0,440.0,2,2,3,1,1,2,1
01007436744b686824bab089e477f3b3652694c2,17,2.0,1,2,0,2,402.6,545.2,548.0,411.2,0,160.0,120.0,140.0,140.0,160.0,720.0,5,5,6,2,2,1,1
a5d0ef1ef0e7aeb897d77fad06db442e5aca0422,24,2.0,2,1,2,1,417.2,571.5,551.7,544.7,0,120.0,120.0,100.0,120.0,40.0,500.0,2,3,2,2,1,1,1
d98981aa87362a8e1dbd5041478928968eaa36c6,22,2.0,3,1,4,1,428.0,627.2,431.4,694.0,1,140.0,140.0,120.0,120.0,120.0,640.0,6,7,7,1,1,3,1
6883773750e7d7cb6c36cd8f1283330ddbe4964f,18,2.0,1,1,2,1,530.5,579.7,545.8,571.0,1,160.0,160.0,160.0,160.0,120.0,760.0,2,4,3,1,1,2,1
ee4718828745aeb8aa73561e5e7ea4b573de24fb,29,2.0,3,2,0,2,452.6,528.2,469.2,390.2,1,160.0,100.0,120.0,120.0,40.0,540.0,2,8,2,2,2,3,1
9dafd975df61fde9d813433f127bfb4cff26b734,17,1.0,1,2,0,2,489.1,550.9,539.1,570.9,0,120.0,120.0,100.0,120.0,120.0,580.0,6,4,2,2,2,2,1
043e1434122d1de626c309b10a764ec2186681fd,17,1.0,3,2,0,2,379.6,505.9,462.6,351.6,1,100.0,60.0,80.0,80.0,120.0,440.0,2,3,2,1,1,1,1
69ded0369661b4fa43aa0579c7a8730a82801d10,18,1.0,2,1,1,1,453.8,472.7,499.3,664.1,1,80.0,100.0,120.0,120.0,60.0,480.0,3,5,4,1,1,1,1
46e979acc6d7354cc7052ad4bfcade80f357cdbb,21,2.0,3,1,5,1,582.6,537.9,535.3,550.8,1,120.0,120.0,120.0,160.0,60.0,580.0,4,2,2,1,1,1,1
f2922879b176c271fb3993ba23a341f4723bf11d,17,2.0,1,2,0,2,450.6,536.9,533.8,529.8,1,120.0,100.0,100.0,100.0,40.0,460.0,3,3,3,2,1,2,1
53c0b67f985a03bcaf6142a79a192b03f573a1b8,18,1.0,3,2,0,2,448.6,452.4,505.9,477.0,1,80.0,80.0,60.0,60.0,40.0,320.0,8,8,2,1,1,1,1
6209fa3d74de4b510ed14d8d097b7f01327e495e,28,2.0,1,1,10,1,383.5,480.6,536.9,387.4,1,120.0,120.0,120.0,140.0,80.0,580.0,2,2,3,1,1,3,1
ec7a4594899fd81ce9c7d0f561c14f6e32766997,16,1.0,3,3,0,1,488.3,517.6,560.2,444.9,1,100.0,100.0,80.0,80.0,80.0,440.0,3,2,2,1,1,1,1
3a938d0538c08f165e7ac5783194e4b193c8f429,21,1.0,3,1,3,1,633.6,635.0,585.4,751.4,1,160.0,160.0,140.0,180.0,160.0,800.0,6,5,9,5,2,3,1
f2d35b42622f0df40e97f5434fcfd1659c3552a1,20,2.0,1,1,1,1,442.5,555.0,585.5,359.2,0,100.0,100.0,120.0,80.0,80.0,480.0,3,5,3,1,1,1,1
caa637d6842622ae0a4b8f2f37af4c68a3463550,15,2.0,1,3,0,1,397.6,376.6,519.2,484.1,0,120.0,80.0,80.0,120.0,40.0,440.0,5,3,3,2,1,1,1
329edf72d6f08235ebe6d7abd73586524f25efd0,17,2.0,1,2,0,2,388.7,508.8,512.9,541.3,0,140.0,120.0,120.0,140.0,80.0,600.0,4,5,3,2,2,1,1
4c367b7a3d8335a5d443400f1748f22a54998809,17,2.0,3,3,0,1,417.0,395.1,400.9,421.1,0,120.0,120.0,100.0,100.0,60.0,500.0,3,4,2,1,2,1,1
8055f9aaa0d4429627e09da479a6522f28e27075,16,2.0,1,3,0,1,401.4,568.2,517.5,401.0,1,140.0,120.0,120.0,100.0,0.0,480.0,5,6,3,2,1,1,1
